payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P14129,C009092,T052490,I00386,S00536,7,,17,119
P14160,P039,P040,P041,P042,P043,P044,P045,P046
P14191,C009093,T052491,I00387,S00537,7,,17,119
P14222,P039,P040,P041,P042,P043,P044,P045,P046
P14253,C009094,T052492,I00388,S00538,7,,17,119
P14284,P039,P040,P041,P042,P043,P044,P045,P046
P14315,C009095,T052493,I00389,S00539,7,,17,119
P14346,P039,P040,P041,P042,P043,P044,P045,P046
P14377,C009096,T052494,I00390,S00540,7,,17,119
P14408,P039,P040,P041,P042,P043,P044,P045,P046
P14439,C009097,T052495,I00391,S00541,7,,17,119
P14470,P039,P040,P041,P042,P043,P044,P045,P046
P14501,C009098,T052496,I00392,S00542,7,,17,119
P14532,P039,P040,P041,P042,P043,P044,P045,P046
P14563,C009099,T052497,I00393,S00543,7,,17,119
P14594,P039,P040,P041,P042,P043,P044,P045,P046
P14625,C009100,T052498,I00394,S00544,7,,17,119
P14656,P039,P040,P041,P042,P043,P044,P045,P046
P14687,C009101,T052499,I00395,S00545,7,,17,119
P14718,P039,P040,P041,P042,P043,P044,P045,P046
P14749,C009102,T052500,I00396,S00546,7,,17,119
P14780,P039,P040,P041,P042,P043,P044,P045,P046
P14811,C009103,T052501,I00397,S00547,7,,17,119
P14842,P039,P040,P041,P042,P043,P044,P045,P046
P14873,C009104,T052502,I00398,S00548,7,,17,119
P14904,P039,P040,P041,P042,P043,P044,P045,P046
P14935,C009105,T052503,I00399,S00549,7,,17,119
P14966,P039,P040,P041,P042,P043,P044,P045,P046
P14997,C009106,T052504,I00400,S00550,7,,17,119
P15028,P039,P040,P041,P042,P043,P044,P045,P046
P15059,C009107,T052505,I00401,S00551,7,,17,119
P15090,P039,P040,P041,P042,P043,P044,P045,P046
P15121,C009108,T052506,I00402,S00552,7,,17,119
P15152,P039,P040,P041,P042,P043,P044,P045,P046
P15183,C009109,T052507,I00403,S00553,7,,17,119
P15214,P039,P040,P041,P042,P043,P044,P045,P046
P15245,C009110,T052508,I00404,S00554,7,,17,119
P15276,P039,P040,P041,P042,P043,P044,P045,P046
P15307,C009111,T052509,I00405,S00555,7,,17,119
P15338,P039,P040,P041,P042,P043,P044,P045,P046
P15369,C009112,T052510,I00406,S00556,7,,17,119
P15400,P039,P040,P041,P042,P043,P044,P045,P046
P15431,C009113,T052511,I00407,S00557,7,,17,119
P15462,P039,P040,P041,P042,P043,P044,P045,P046
P15493,C009114,T052512,I00408,S00558,7,,17,119
P15524,P039,P040,P041,P042,P043,P044,P045,P046
P15555,C009115,T052513,I00409,S00559,7,,17,119
P15586,P039,P040,P041,P042,P043,P044,P045,P046
P15617,C009116,T052514,I00410,S00560,7,,17,119
P15648,P039,P040,P041,P042,P043,P044,P045,P046
P15679,C009117,T052515,I00411,S00561,7,,17,119
P15710,P039,P040,P041,P042,P043,P044,P045,P046
P15741,C009118,T052516,I00412,S00562,7,,17,119
P15772,P039,P040,P041,P042,P043,P044,P045,P046
P15803,C009119,T052517,I00413,S00563,7,,17,119
P15834,P039,P040,P041,P042,P043,P044,P045,P046
P15865,C009120,T052518,I00414,S00564,7,,17,119
P15896,P039,P040,P041,P042,P043,P044,P045,P046
P15927,C009121,T052519,I00415,S00565,7,,17,119
P15958,P039,P040,P041,P042,P043,P044,P045,P046
P15989,C009122,T052520,I00416,S00566,7,,17,119
P16020,P039,P040,P041,P042,P043,P044,P045,P046
P16051,C009123,T052521,I00417,S00567,7,,17,119
P16082,P039,P040,P041,P042,P043,P044,P045,P046
P16113,C009124,T052522,I00418,S00568,7,,17,119
P16144,P039,P040,P041,P042,P043,P044,P045,P046
P16175,C009125,T052523,I00419,S00569,7,,17,119
P16206,P039,P040,P041,P042,P043,P044,P045,P046
P16237,C009126,T052524,I00420,S00570,7,,17,119
P16268,P039,P040,P041,P042,P043,P044,P045,P046
P16299,C009127,T052525,I00421,S00571,7,,17,119
P16330,P039,P040,P041,P042,P043,P044,P045,P046
P16361,C009128,T052526,I00422,S00572,7,,17,119
P16392,P039,P040,P041,P042,P043,P044,P045,P046
P16423,C009129,T052527,I00423,S00573,7,,17,119
P16454,P039,P040,P041,P042,P043,P044,P045,P046
P16485,C009130,T052528,I00424,S00574,7,,17,119
P16516,P039,P040,P041,P042,P043,P044,P045,P046
P16547,C009131,T052529,I00425,S00575,7,,17,119
P16578,P039,P040,P041,P042,P043,P044,P045,P046
P16609,C009132,T052530,I00426,S00576,7,,17,119
P16640,P039,P040,P041,P042,P043,P044,P045,P046
P16671,C009133,T052531,I00427,S00577,7,,17,119
P16702,P039,P040,P041,P042,P043,P044,P045,P046
P16733,C009134,T052532,I00428,S00578,7,,17,119
P16764,P039,P040,P041,P042,P043,P044,P045,P046
P16795,C009135,T052533,I00429,S00579,7,,17,119
P16826,P039,P040,P041,P042,P043,P044,P045,P046
P16857,C009136,T052534,I00430,S00580,7,,17,119
P16888,P039,P040,P041,P042,P043,P044,P045,P046
P16919,C009137,T052535,I00431,S00581,7,,17,119
P16950,P039,P040,P041,P042,P043,P044,P045,P046
P16981,C009138,T052536,I00432,S00582,7,,17,119
P17012,P039,P040,P041,P042,P043,P044,P045,P046
P17043,C009139,T052537,I00433,S00583,7,,17,119
P17074,P039,P040,P041,P042,P043,P044,P045,P046
P17105,C009140,T052538,I00434,S00584,7,,17,119
P17136,P039,P040,P041,P042,P043,P044,P045,P046
P17167,C009141,T052539,I00435,S00585,7,,17,119
P17198,P039,P040,P041,P042,P043,P044,P045,P046
P17229,C009142,T052540,I00436,S00586,7,,17,119
P17260,P039,P040,P041,P042,P043,P044,P045,P046
P17291,C009143,T052541,I00437,S00587,7,,17,119
P17322,P039,P040,P041,P042,P043,P044,P045,P046
P17353,C009144,T052542,I00438,S00588,7,,17,119
P17384,P039,P040,P041,P042,P043,P044,P045,P046
P17415,C009145,T052543,I00439,S00589,7,,17,119
P17446,P039,P040,P041,P042,P043,P044,P045,P046
P17477,C009146,T052544,I00440,S00590,7,,17,119
P17508,P039,P040,P041,P042,P043,P044,P045,P046
P17539,C009147,T052545,I00441,S00591,7,,17,119
P17570,P039,P040,P041,P042,P043,P044,P045,P046
P17601,C009148,T052546,I00442,S00592,7,,17,119
P17632,P039,P040,P041,P042,P043,P044,P045,P046
P17663,C009149,T052547,I00443,S00593,7,,17,119
P17694,P039,P040,P041,P042,P043,P044,P045,P046
P17725,C009150,T052548,I00444,S00594,7,,17,119
P17756,P039,P040,P041,P042,P043,P044,P045,P046
P17787,C009151,T052549,I00445,S00595,7,,17,119
P17818,P039,P040,P041,P042,P043,P044,P045,P046
P17849,C009152,T052550,I00446,S00596,7,,17,119
P17880,P039,P040,P041,P042,P043,P044,P045,P046
P17911,C009153,T052551,I00447,S00597,7,,17,119
P17942,P039,P040,P041,P042,P043,P044,P045,P046
P17973,C009154,T052552,I00448,S00598,7,,17,119
P18004,P039,P040,P041,P042,P043,P044,P045,P046
P18035,C009155,T052553,I00449,S00599,7,,17,119
P18066,P039,P040,P041,P042,P043,P044,P045,P046
P18097,C009156,T052554,I00450,S00600,7,,17,119
P18128,P039,P040,P041,P042,P043,P044,P045,P046
P18159,C009157,T052555,I00451,S00601,7,,17,119
P18190,P039,P040,P041,P042,P043,P044,P045,P046
P18221,C009158,T052556,I00452,S00602,7,,17,119
P18252,P039,P040,P041,P042,P043,P044,P045,P046
P18283,C009159,T052557,I00453,S00603,7,,17,119
P18314,P039,P040,P041,P042,P043,P044,P045,P046
P18345,C009160,T052558,I00454,S00604,7,,17,119
P18376,P039,P040,P041,P042,P043,P044,P045,P046
P18407,C009161,T052559,I00455,S00605,7,,17,119
P18438,P039,P040,P041,P042,P043,P044,P045,P046
P18469,C009162,T052560,I00456,S00606,7,,17,119
P18500,P039,P040,P041,P042,P043,P044,P045,P046
P18531,C009163,T052561,I00457,S00607,7,,17,119
P18562,P039,P040,P041,P042,P043,P044,P045,P046
P18593,C009164,T052562,I00458,S00608,7,,17,119
P18624,P039,P040,P041,P042,P043,P044,P045,P046
P18655,C009165,T052563,I00459,S00609,7,,17,119
P18686,P039,P040,P041,P042,P043,P044,P045,P046
P18717,C009166,T052564,I00460,S00610,7,,17,119
P18748,P039,P040,P041,P042,P043,P044,P045,P046
P18779,C009167,T052565,I00461,S00611,7,,17,119
P18810,P039,P040,P041,P042,P043,P044,P045,P046
P18841,C009168,T052566,I00462,S00612,7,,17,119
P18872,P039,P040,P041,P042,P043,P044,P045,P046
P18903,C009169,T052567,I00463,S00613,7,,17,119
P18934,P039,P040,P041,P042,P043,P044,P045,P046
P18965,C009170,T052568,I00464,S00614,7,,17,119
P18996,P039,P040,P041,P042,P043,P044,P045,P046
P19027,C009171,T052569,I00465,S00615,7,,17,119
P19058,P039,P040,P041,P042,P043,P044,P045,P046
P19089,C009172,T052570,I00466,S00616,7,,17,119
P19120,P039,P040,P041,P042,P043,P044,P045,P046
P19151,C009173,T052571,I00467,S00617,7,,17,119
P19182,P039,P040,P041,P042,P043,P044,P045,P046
P19213,C009174,T052572,I00468,S00618,7,,17,119
P19244,P039,P040,P041,P042,P043,P044,P045,P046
P19275,C009175,T052573,I00469,S00619,7,,17,119
P19306,P039,P040,P041,P042,P043,P044,P045,P046
P19337,C009176,T052574,I00470,S00620,7,,17,119
P19368,P039,P040,P041,P042,P043,P044,P045,P046
P19399,C009177,T052575,I00471,S00621,7,,17,119
P19430,P039,P040,P041,P042,P043,P044,P045,P046
P19461,C009178,T052576,I00472,S00622,7,,17,119
P19492,P039,P040,P041,P042,P043,P044,P045,P046
P19523,C009179,T052577,I00473,S00623,7,,17,119
P19554,P039,P040,P041,P042,P043,P044,P045,P046
P19585,C009180,T052578,I00474,S00624,7,,17,119
P19616,P039,P040,P041,P042,P043,P044,P045,P046
P19647,C009181,T052579,I00475,S00625,7,,17,119
P19678,P039,P040,P041,P042,P043,P044,P045,P046
P19709,C009182,T052580,I00476,S00626,7,,17,119
P19740,P039,P040,P041,P042,P043,P044,P045,P046
P19771,C009183,T052581,I00477,S00627,7,,17,119
P19802,P039,P040,P041,P042,P043,P044,P045,P046
P19833,C009184,T052582,I00478,S00628,7,,17,119
P19864,P039,P040,P041,P042,P043,P044,P045,P046
P19895,C009185,T052583,I00479,S00629,7,,17,119
P19926,P039,P040,P041,P042,P043,P044,P045,P046
P19957,C009186,T052584,I00480,S00630,7,,17,119
P19988,P039,P040,P041,P042,P043,P044,P045,P046
P20019,C009187,T052585,I00481,S00631,7,,17,119
P20050,P039,P040,P041,P042,P043,P044,P045,P046
P20081,C009188,T052586,I00482,S00632,7,,17,119
P20112,P039,P040,P041,P042,P043,P044,P045,P046
P20143,C009189,T052587,I00483,S00633,7,,17,119
P20174,P039,P040,P041,P042,P043,P044,P045,P046
P20205,C009190,T052588,I00484,S00634,7,,17,119
P20236,P039,P040,P041,P042,P043,P044,P045,P046
P20267,C009191,T052589,I00485,S00635,7,,17,119
P20298,P039,P040,P041,P042,P043,P044,P045,P046
P20329,C009192,T052590,I00486,S00636,7,,17,119
P20360,P039,P040,P041,P042,P043,P044,P045,P046
P20391,C009193,T052591,I00487,S00637,7,,17,119
P20422,P039,P040,P041,P042,P043,P044,P045,P046
P20453,C009194,T052592,I00488,S00638,7,,17,119
P20484,P039,P040,P041,P042,P043,P044,P045,P046
P20515,C009195,T052593,I00489,S00639,7,,17,119
P20546,P039,P040,P041,P042,P043,P044,P045,P046
P20577,C009196,T052594,I00490,S00640,7,,17,119
P20608,P039,P040,P041,P042,P043,P044,P045,P046
P20639,C009197,T052595,I00491,S00641,7,,17,119
P20670,P039,P040,P041,P042,P043,P044,P045,P046
P20701,C009198,T052596,I00492,S00642,7,,17,119
P20732,P039,P040,P041,P042,P043,P044,P045,P046
P20763,C009199,T052597,I00493,S00643,7,,17,119
P20794,P039,P040,P041,P042,P043,P044,P045,P046
P20825,C009200,T052598,I00494,S00644,7,,17,119
P20856,P039,P040,P041,P042,P043,P044,P045,P046
P20887,C009201,T052599,I00495,S00645,7,,17,119
P20918,P039,P040,P041,P042,P043,P044,P045,P046
P20949,C009202,T052600,I00496,S00646,7,,17,119
P20980,P039,P040,P041,P042,P043,P044,P045,P046
P21011,C009203,T052601,I00497,S00647,7,,17,119
P21042,P039,P040,P041,P042,P043,P044,P045,P046
P21073,C009204,T052602,I00498,S00648,7,,17,119
P21104,P039,P040,P041,P042,P043,P044,P045,P046
P21135,C009205,T052603,I00499,S00649,7,,17,119
P21166,P039,P040,P041,P042,P043,P044,P045,P046
P21197,C009206,T052604,I00500,S00650,7,,17,119
P21228,P039,P040,P041,P042,P043,P044,P045,P046
P21259,C009207,T052605,I00501,S00651,7,,17,119
P21290,P039,P040,P041,P042,P043,P044,P045,P046
P21321,C009208,T052606,I00502,S00652,7,,17,119
P21352,P039,P040,P041,P042,P043,P044,P045,P046
P21383,C009209,T052607,I00503,S00653,7,,17,119
P21414,P039,P040,P041,P042,P043,P044,P045,P046
P21445,C009210,T052608,I00504,S00654,7,,17,119
P21476,P039,P040,P041,P042,P043,P044,P045,P046
P21507,C009211,T052609,I00505,S00655,7,,17,119
P21538,P039,P040,P041,P042,P043,P044,P045,P046
P21569,C009212,T052610,I00506,S00656,7,,17,119
P21600,P039,P040,P041,P042,P043,P044,P045,P046
P21631,C009213,T052611,I00507,S00657,7,,17,119
P21662,P039,P040,P041,P042,P043,P044,P045,P046
P21693,C009214,T052612,I00508,S00658,7,,17,119
P21724,P039,P040,P041,P042,P043,P044,P045,P046
P21755,C009215,T052613,I00509,S00659,7,,17,119
P21786,P039,P040,P041,P042,P043,P044,P045,P046
P21817,C009216,T052614,I00510,S00660,7,,17,119
P21848,P039,P040,P041,P042,P043,P044,P045,P046
P21879,C009217,T052615,I00511,S00661,7,,17,119
P21910,P039,P040,P041,P042,P043,P044,P045,P046
P21941,C009218,T052616,I00512,S00662,7,,17,119
P21972,P039,P040,P041,P042,P043,P044,P045,P046
P22003,C009219,T052617,I00513,S00663,7,,17,119
P22034,P039,P040,P041,P042,P043,P044,P045,P046
P22065,C009220,T052618,I00514,S00664,7,,17,119
P22096,P039,P040,P041,P042,P043,P044,P045,P046
P22127,C009221,T052619,I00515,S00665,7,,17,119
P22158,P039,P040,P041,P042,P043,P044,P045,P046
P22189,C009222,T052620,I00516,S00666,7,,17,119
P22220,P039,P040,P041,P042,P043,P044,P045,P046
P22251,C009223,T052621,I00517,S00667,7,,17,119
P22282,P039,P040,P041,P042,P043,P044,P045,P046
P22313,C009224,T052622,I00518,S00668,7,,17,119
P22344,P039,P040,P041,P042,P043,P044,P045,P046
P22375,C009225,T052623,I00519,S00669,7,,17,119
P22406,P039,P040,P041,P042,P043,P044,P045,P046
P22437,C009226,T052624,I00520,S00670,7,,17,119
P22468,P039,P040,P041,P042,P043,P044,P045,P046
P22499,C009227,T052625,I00521,S00671,7,,17,119
P22530,P039,P040,P041,P042,P043,P044,P045,P046
P22561,C009228,T052626,I00522,S00672,7,,17,119
P22592,P039,P040,P041,P042,P043,P044,P045,P046
P22623,C009229,T052627,I00523,S00673,7,,17,119
P22654,P039,P040,P041,P042,P043,P044,P045,P046
P22685,C009230,T052628,I00524,S00674,7,,17,119
P22716,P039,P040,P041,P042,P043,P044,P045,P046
P22747,C009231,T052629,I00525,S00675,7,,17,119
P22778,P039,P040,P041,P042,P043,P044,P045,P046
P22809,C009232,T052630,I00526,S00676,7,,17,119
P22840,P039,P040,P041,P042,P043,P044,P045,P046
P22871,C009233,T052631,I00527,S00677,7,,17,119
P22902,P039,P040,P041,P042,P043,P044,P045,P046
P22933,C009234,T052632,I00528,S00678,7,,17,119
P22964,P039,P040,P041,P042,P043,P044,P045,P046
P22995,C009235,T052633,I00529,S00679,7,,17,119
P23026,P039,P040,P041,P042,P043,P044,P045,P046
P23057,C009236,T052634,I00530,S00680,7,,17,119
P23088,P039,P040,P041,P042,P043,P044,P045,P046
P23119,C009237,T052635,I00531,S00681,7,,17,119
P23150,P039,P040,P041,P042,P043,P044,P045,P046
P23181,C009238,T052636,I00532,S00682,7,,17,119
P23212,P039,P040,P041,P042,P043,P044,P045,P046
P23243,C009239,T052637,I00533,S00683,7,,17,119
P23274,P039,P040,P041,P042,P043,P044,P045,P046
P23305,C009240,T052638,I00534,S00684,7,,17,119
P23336,P039,P040,P041,P042,P043,P044,P045,P046
P23367,C009241,T052639,I00535,S00685,7,,17,119
P23398,P039,P040,P041,P042,P043,P044,P045,P046
P23429,C009242,T052640,I00536,S00686,7,,17,119
P23460,P039,P040,P041,P042,P043,P044,P045,P046
P23491,C009243,T052641,I00537,S00687,7,,17,119
P23522,P039,P040,P041,P042,P043,P044,P045,P046
P23553,C009244,T052642,I00538,S00688,7,,17,119
P23584,P039,P040,P041,P042,P043,P044,P045,P046
P23615,C009245,T052643,I00539,S00689,7,,17,119
P23646,P039,P040,P041,P042,P043,P044,P045,P046
P23677,C009246,T052644,I00540,S00690,7,,17,119
P23708,P039,P040,P041,P042,P043,P044,P045,P046
P23739,C009247,T052645,I00541,S00691,7,,17,119
P23770,P039,P040,P041,P042,P043,P044,P045,P046
P23801,C009248,T052646,I00542,S00692,7,,17,119
P23832,P039,P040,P041,P042,P043,P044,P045,P046
P23863,C009249,T052647,I00543,S00693,7,,17,119
P23894,P039,P040,P041,P042,P043,P044,P045,P046
P23925,C009250,T052648,I00544,S00694,7,,17,119
P23956,P039,P040,P041,P042,P043,P044,P045,P046
P23987,C009251,T052649,I00545,S00695,7,,17,119
P24018,P039,P040,P041,P042,P043,P044,P045,P046
P24049,C009252,T052650,I00546,S00696,7,,17,119
P24080,P039,P040,P041,P042,P043,P044,P045,P046
P24111,C009253,T052651,I00547,S00697,7,,17,119
P24142,P039,P040,P041,P042,P043,P044,P045,P046
P24173,C009254,T052652,I00548,S00698,7,,17,119
P24204,P039,P040,P041,P042,P043,P044,P045,P046
P24235,C009255,T052653,I00549,S00699,7,,17,119
P24266,P039,P040,P041,P042,P043,P044,P045,P046
P24297,C009256,T052654,I00550,S00700,7,,17,119
P24328,P039,P040,P041,P042,P043,P044,P045,P046
P24359,C009257,T052655,I00551,S00701,7,,17,119
P24390,P039,P040,P041,P042,P043,P044,P045,P046
P24421,C009258,T052656,I00552,S00702,7,,17,119
P24452,P039,P040,P041,P042,P043,P044,P045,P046
P24483,C009259,T052657,I00553,S00703,7,,17,119
P24514,P039,P040,P041,P042,P043,P044,P045,P046
P24545,C009260,T052658,I00554,S00704,7,,17,119
P24576,P039,P040,P041,P042,P043,P044,P045,P046
P24607,C009261,T052659,I00555,S00705,7,,17,119
P24638,P039,P040,P041,P042,P043,P044,P045,P046
P24669,C009262,T052660,I00556,S00706,7,,17,119
P24700,P039,P040,P041,P042,P043,P044,P045,P046
P24731,C009263,T052661,I00557,S00707,7,,17,119
P24762,P039,P040,P041,P042,P043,P044,P045,P046
P24793,C009264,T052662,I00558,S00708,7,,17,119
P24824,P039,P040,P041,P042,P043,P044,P045,P046
P24855,C009265,T052663,I00559,S00709,7,,17,119
P24886,P039,P040,P041,P042,P043,P044,P045,P046
P24917,C009266,T052664,I00560,S00710,7,,17,119
P24948,P039,P040,P041,P042,P043,P044,P045,P046
P24979,C009267,T052665,I00561,S00711,7,,17,119
P25010,P039,P040,P041,P042,P043,P044,P045,P046
P25041,C009268,T052666,I00562,S00712,7,,17,119
P25072,P039,P040,P041,P042,P043,P044,P045,P046
P25103,C009269,T052667,I00563,S00713,7,,17,119
P25134,P039,P040,P041,P042,P043,P044,P045,P046
P25165,C009270,T052668,I00564,S00714,7,,17,119
P25196,P039,P040,P041,P042,P043,P044,P045,P046
P25227,C009271,T052669,I00565,S00715,7,,17,119
P25258,P039,P040,P041,P042,P043,P044,P045,P046
P25289,C009272,T052670,I00566,S00716,7,,17,119
P25320,P039,P040,P041,P042,P043,P044,P045,P046
